Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades 
526473,ELEFLOR,X,7.8,7.8,7.09,7.24,54466,3.92,189
533704,ESSARSHPNG,B,9.11,9.52,9.08,9.28,42612,3.92,227
538964,MERCURYLAB,XT,669.5,702.7,650.6,699,559,3.91,17
532829,LEHAR,X,88.25,88.25,85.5,85.8,4523,3.91,59
532457,GULPOLY,B,235.05,242.55,232.95,240.4,1647,3.91,78
532835,ICRA,B,4536,4598.4,4536,4566.2,85,3.9,45
532382,BALAJITELE,B,46.1,46.6,44.1,44.8,8603,3.88,285
524394,VIMTALABS,B,313,315,308,310.25,1243,3.88,162
524218,RESONANCE,X,99.85,99.95,97,98.95,3910,3.87,89
504076,JYOTI,X,20.7,21.85,19.1,19.4,18967,3.86,133
517417,PATELSAI,X,225,228.45,220.85,224,1733,3.85,46
531307,RRIL,X,13.65,13.65,12.75,13,29477,3.85,112
523792,MAZDALTD,B,635.05,670,633.65,652.75,588,3.84,44
520119,ASAL,B,318.5,318.5,309.95,310.85,1231,3.84,85
526025,GLOBUSCON,X,16.75,18.75,16.75,18.25,20958,3.82,158
532899,KSCL,A,537.35,541.15,530.7,531.7,713,3.82,129
513536,GNRL,X,14.85,15.5,13.62,14.17,26365,3.81,110
500266,MAHSCOOTER,A,4584.05,4584.05,4502.75,4503.1,84,3.81,62
540025,ADVENZYMES,A,275.7,275.7,272.5,273.05,1392,3.8,108
890175,GGLPP,T,2.75,2.77,2.52,2.52,150210,3.8,239
539883,PILANIINVS,B,1799.75,1799.75,1791.2,1791.25,211,3.79,52
538812,AANCHALISP,XT,14.05,14.05,13.1,13.15,28166,3.76,72
543214,NDRAUTO,B,625.35,637.15,613.95,623.75,601,3.75,130
590136,KOTAKBKETF,B,423.98,423.98,412.3,413.95,901,3.75,84
543400,OMNIPOTENT,M,10.85,11.05,10.85,11.05,34000,3.73,16
512493,GARNETINT,XT,67,68.9,65.65,68.9,5531,3.73,53
523648,PLASTIBLEN,B,164.75,166.65,162.05,163.6,2267,3.73,49
530499,AKCAPIT,X,455,455,440,450.5,838,3.72,42
531349,PANACEABIO,B,121.5,124.45,121.5,122.3,3027,3.71,149
513723,HGIND,XT,113.55,113.55,113.55,113.55,3266,3.71,7
500014,UTIQUE,X,5.23,5.38,5.12,5.29,70001,3.71,196
500069,QUESTCAP,X,175,180.25,175,180.15,2075,3.71,25
524280,KOPRAN,B,130,134.5,129.65,133.15,2796,3.7,217
543365,MASPTOP50,B,27.39,27.96,27.21,27.31,13516,3.7,283
543435,CLARA,M,246.7,246.7,246.7,246.7,1500,3.7,1
536773,JPOLYINVST,B,475,494,467,480.95,774,3.7,140
532893,VTMLTD,X,49,49,47.5,48.15,7723,3.69,65
540692,APEX,B,220.05,220.05,215,215.1,1702,3.69,215
539428,TEJNAKSH,B,97,100,95,96,3832,3.68,98
511724,BAIDFIN,T,35.05,36.5,35.05,36,10276,3.68,50
543513,UMAEXPORTS,B,45.05,45.65,44.55,45.05,8144,3.67,294
517041,ADORWELD,B,882.1,884,855.5,868,418,3.64,104
505163,ZFSTEERING,X,417.55,419.9,410.2,419.6,870,3.64,32
531671,BISIL,XT,0.69,0.69,0.64,0.69,529432,3.63,96
531411,TUNITEX,X,1.75,1.86,1.75,1.83,199029,3.61,459
531254,OPTIFIN,X,69.95,69.95,61.15,65.2,5583,3.61,76
533287,ZEELEARN,T,4.26,4.26,4.26,4.26,84405,3.6,145
533138,ASTEC,A,1458.05,1480.9,1435.3,1442.3,248,3.59,141
526431,WELTI,XT,16.7,16.7,16.7,16.7,21483,3.59,59
500456,PASUPTAC,B,29.05,29.95,28.75,28.85,12329,3.58,232
506808,TUTIALKA,X,57,57,54.25,54.25,6444,3.57,103
513307,SYNTHFO,XT,218,218,198.55,198.55,1748,3.57,53
538706,ULTRACAB,X,23.75,23.75,23.1,23.6,15229,3.57,128
542919,ARTEMISMED,B,67.6,68.2,65.55,67.3,5284,3.56,148
541974,MANORAMA,B,1038.5,1053,1023.75,1039.3,341,3.55,64
543256,RFLL,XT,25.4,26.6,25.3,25.55,13856,3.53,24
531869,SACHEMT,X,17.15,17.15,16.9,17.05,20795,3.53,134
532782,SUTLEJTEX,B,50.5,50.55,48.85,49.2,7117,3.51,194
540738,STL,T,72.8,72.8,69.8,69.9,4998,3.5,102
506248,AMNPLST,X,90.6,91.65,88.8,90.55,3858,3.5,74
530077,FRSHTRP,X,108.65,111.7,108,109.5,3204,3.49,38
523537,APMIN,X,53.65,55.55,53.65,54.4,6436,3.49,44
523204,ABAN,B,42,42.5,41.25,41.5,8380,3.49,555
543211,BONLON,B,68.5,68.9,63.1,65.95,5139,3.49,69
531398,SOURCENTRL,XT,141.4,141.4,128.4,128.4,2684,3.48,28
503663,TILAK,X,3.78,3.78,3.66,3.68,93532,3.47,434
533177,IL&FSTRANS,Z,3.94,3.95,3.62,3.75,94525,3.47,64
512047,ROYALIND,X,3.65,3.65,3.65,3.65,94651,3.45,65
523467,JAIMATAG,XT,3.43,3.43,3.43,3.43,100332,3.44,399
530023,THEINVEST,B,86.1,86.1,80.2,83,4119,3.43,126
505650,SKYLMILAR,X,11.4,12.5,11,11.59,29503,3.43,88
540757,SCPL,B,533.95,540.25,532.95,535.45,637,3.42,103
543442,BCONCEPTS,T,236.1,236.1,224.2,224.2,1512,3.41,45
512131,SIGNETIND,B,39.4,39.4,37,37.25,8995,3.41,446
508136,BNALTD,X,270,274.7,270,272.95,1252,3.4,25
519566,SIMRAN,X,128.9,128.9,125,125.25,2693,3.4,34
530393,DBSTOCKBRO,B,29.25,31.15,28.75,29.5,11362,3.4,349
540874,7SEASL,X,16.5,17.8,15.35,17.45,20025,3.4,76
523660,WATERBASE,B,72.75,72.8,70.95,71.2,4748,3.39,171
532726,GALLANTT,B,61.25,61.55,59.15,59.6,5664,3.39,101
509709,INTLCONV,B,56.95,57.35,56.6,56.95,5960,3.39,116
506522,JLMORI,X,1760.3,1760.3,1760.3,1760.3,192,3.38,19
526211,SURJIND,X,111.5,115.95,108,109.15,3074,3.38,105
526747,PGFOILQ,XT,173,177.9,173,175.95,1930,3.37,29
532072,INTERDIGI,XT,0.33,0.35,0.33,0.35,1008886,3.37,338
504786,INVPRECQ,X,300.95,302,296.65,298,1114,3.35,26
500102,BALLARPUR,Z,0.85,0.85,0.83,0.83,402405,3.34,122
532369,RAMCOIND,B,143,143,138.6,138.85,2371,3.34,144
530367,NRBBEARING,B,146,147.4,142.6,143.2,2309,3.33,210
590107,KOTAKPSUBK,B,378.1,379.51,371.1,374.38,890,3.33,106
533166,SUNDARAM,B,2.61,2.65,2.5,2.55,128655,3.32,128
532799,HUBTOWN,B,43.45,45.45,42.85,43.85,7554,3.32,122
530263,GLOBALCA,XT,25.1,27.2,25.1,26.7,12662,3.32,176
532521,PALRED,B,153.3,160.9,149.6,157.6,2129,3.32,203
511760,SEVENHILL,X,0.57,0.57,0.53,0.54,610252,3.32,813
511557,PROFINC,X,1.2,1.22,1.18,1.18,277901,3.31,314
507490,RANASUG,B,22.4,22.65,22.25,22.3,14793,3.31,151
531373,THEBYKE,B,42.6,43.05,41.75,42.35,7834,3.31,157
542724,EARUM,B,2.4,2.44,2.34,2.36,140452,3.31,338
539519,MAYUKH,XT,10,10.35,9.85,9.9,33174,3.29,57
535601,SREEL,B,181.9,186.1,179.1,183.1,1801,3.28,141
537259,SUYOG,X,365,365,349,350.6,920,3.27,53
543306,DODLA,A,490.9,495.15,489,489.85,667,3.27,121
543543,BRRL,M,207.9,207.9,199.6,199.6,1600,3.26,2
539149,ICSL,X,4,4.63,3.9,4.62,73594,3.26,213
530953,SUNILAGR,X,161.9,161.9,150.4,157.8,2084,3.26,46
531909,CROISSANCE,XT,8.26,8.26,8.05,8.25,39598,3.26,66
506919,MAKERSL,X,104,104,99.9,101.3,3210,3.25,36
532873,HDIL,Z,4,4.1,4,4.05,80104,3.25,146
538961,GENUSPAPER,B,15.2,15.8,15.15,15.4,20923,3.24,247
512608,BHANDHOS,B,5.05,5.05,4.8,4.88,66581,3.24,145
533161,EMMBI,B,88.35,90.4,88.05,89.75,3618,3.23,192
512329,KRL,XT,422.9,430.25,390.95,430.25,756,3.21,22
505324,MANUGRAPH,B,17.5,17.85,16.4,16.5,18959,3.18,267
533108,BTTL,X,15.2,15.2,14.65,14.9,21212,3.18,78
526173,ANDREWYU,B,22.5,22.9,22.05,22.3,14133,3.17,199
542682,HARISH,X,34.6,35.65,31.95,33.4,9431,3.16,69
526847,ASHSI,X,21.8,24.8,21.6,23.3,13303,3.15,78
526367,GANESHHOUC,B,319,334.25,319,322.1,965,3.15,412
500193,HLVLTD,B,10.75,11.05,10.75,10.8,28992,3.14,149
536493,JK AGRI,X,443.5,451,440,442.65,708,3.14,36
534615,NECCLTD,B,23.45,23.65,23.1,23.15,13452,3.14,164
532878,ALPA,B,61.05,62.6,61,61.4,5024,3.12,82
530199,THEMISMED,B,1334.1,1342,1323.65,1326,233,3.11,77
531893,SAWABUSI,X,0.97,0.99,0.94,0.98,323423,3.11,450
503162,RELCHEMQ,B,144.05,144.1,139.55,141,2189,3.09,40
539405,DITCO,X,17.9,18,17.9,17.9,17175,3.08,16
500074,BPL,B,62.75,62.75,60.5,60.85,5013,3.07,102
526169,MULTIBASE,X,203.5,203.5,196.25,197.6,1544,3.07,30
530977,SKCIL,X,130,130,120.25,124.1,2470,3.06,22
504646,BGWTATO,X,260,260,231.55,260,1177,3.06,12
502175,SAURASHCEM,X,56.4,56.4,55.15,56,5422,3.04,84
508875,NITINCAST,X,208.1,221.1,205.55,208.95,1430,3.04,65
532290,BLBLIMITED,B,22.1,23.6,20.55,22.9,13253,3.04,254
539301,ARVSMART,B,271.6,278.95,268,269.65,1105,3.04,348
532987,RBL,B,707.3,708.6,698,698.25,431,3.04,93
526731,BRIGHTBR,X,143,144.5,137.5,140,2145,3.03,58
533208,EMAMIPAP,B,122.2,124.95,122,124.45,2431,3.02,115
532748,PFOCUS,B,69.15,69.15,66.3,67.5,4465,3.01,132
526687,POLOHOT,Z,8.58,8.58,7.78,7.86,35532,3.01,64
501343,MOTOGENFIN,B,33.1,33.55,31.3,31.3,9167,3.01,249
540709,RELHOME,B,2.93,2.95,2.86,2.91,103590,3,277
537069,ARNOLD,X,25,26.3,24.05,25.6,12156,2.99,51
502587,NATHIND,X,61.5,61.5,58.3,59.6,4970,2.96,32
521228,TATIAGLOB,X,1.25,1.3,1.21,1.26,236921,2.96,182
530175,ODYSSEY,X,47.1,48,45.5,45.7,6381,2.96,74
526027,CUBEXTUB,B,33.25,33.65,31.65,33.2,9015,2.96,407
540080,NARAYANI,T,73.95,76.9,73.95,75.4,3947,2.95,45
542721,ARL,B,47,49.4,45.9,48.15,6253,2.94,119
538742,PANACHE,X,21.2,22.3,20.55,20.85,14096,2.94,30
530809,BNRUDY,X,38.1,38.1,34.8,37.95,7766,2.93,31
517035,RIR,XT,338,344.85,335,337.45,856,2.92,53
539450,SHK,B,113.7,115.55,113,113.2,2561,2.92,264
539787,HCG,A,279.55,279.6,275,276.5,1052,2.92,232
543444,FABINO,M,32.4,32.4,32.4,32.4,9000,2.92,1
539032,FRASER,X,10,10,9,9.32,31189,2.91,74
522294,TIGLOB,X,122.5,122.5,107,108.5,2604,2.91,31
531310,AVAILFC,X,139.9,139.9,125.25,128.45,2211,2.9,104
500264,MAFATIND,X,48.35,50.2,48.35,50,5816,2.89,101
539517,SXETF,A,674,674,660.99,662.11,434,2.89,67
535730,KHOOBSURAT,X,1.55,1.61,1.53,1.54,185739,2.88,619
539399,BELLACASA,B,111.05,116,108,109.65,2563,2.87,86
507645,POLSON,X,10600,10845,10500,10536.75,27,2.87,16
516092,3PLAND,B,22.15,22.45,22.15,22.15,12873,2.86,121
511736,USHDI,X,1.17,1.3,1.1,1.27,243467,2.86,236
532867,V2RETAIL,B,88.7,88.7,84.3,87.05,3307,2.86,77
531746,PRAENG,B,13.59,13.59,12.55,12.66,22257,2.85,1063
526901,SONALAD,X,73.6,76.35,73.15,75.45,3800,2.85,133
532370,RAMCOSYS,B,217.15,217.15,213.25,214.9,1323,2.84,326
543416,ZODIAC,B,102,105.85,101.5,104.45,2728,2.83,139
533343,LOVABLE,B,110.65,111.65,107.25,108.2,2567,2.81,142
532959,AJRINFRA,Z,0.92,0.93,0.89,0.9,304243,2.77,267
543520,GLHRL,M,43.25,47.3,43.25,47.3,6000,2.77,6
532285,GEOJITFSL,B,44.95,45.1,44.15,44.9,6181,2.77,154
511034,JINDRILL,B,269.1,276.5,269.1,275.15,1006,2.76,155
533452,DELPHIFX,B,321.5,328.8,314.95,320.5,863,2.76,146
539148,SHIVALIK,B,683.75,683.75,662,670,411,2.75,57
509040,NETLINK,X,53.2,58.95,53.2,54.35,5042,2.75,72
530109,ANUPAM,X,1.85,1.85,1.77,1.8,151792,2.73,341
524396,BIOFILCHEM,B,47.7,48,47,47.1,5771,2.73,288
539216,GARMNTMNTR,B,5.11,5.11,4.9,4.94,54985,2.73,130
526616,NATPLAS,X,40.8,42.75,40.8,42.25,6492,2.72,43
531512,ORIENTTR,X,12.24,12.95,11.29,12.14,22453,2.72,105
530525,SHEETAL,X,4.94,4.98,4.93,4.98,54480,2.71,24
543746,ELIL,M,226,226,226,226,1200,2.71,2
542233,TREJHARA,B,70.5,70.5,64,65.05,4129,2.7,204
530139,KREONFIN,X,46.1,48.5,44.15,44.35,6015,2.7,55
533261,EROSMEDIA,B,25.9,26.05,25.05,25.25,10555,2.68,491
542367,XELPMOC,B,136.35,139.85,135,135.05,1939,2.67,165
542771,NOVATEOR,M,26.2,26.2,18.35,18.35,12000,2.67,2
540361,DANUBE,X,15.85,16.1,14.7,14.95,17751,2.67,90
530611,STURDY,XT,0.45,0.45,0.43,0.43,619055,2.67,609
539011,CHENFERRO,X,162.25,162.25,156.1,158.95,1680,2.66,110
530063,YASHRAJC,X,13.25,13.25,11.3,11.9,22115,2.65,145
526725,SANDESH,B,862,895.05,862,883.7,300,2.65,65
530959,DIANATEA,X,25.1,25.8,24.15,24.7,10636,2.64,94
539224,HCKKVENTURE,XT,96,104.15,96,104.15,2533,2.64,13
541347,PARVATI,X,6.55,6.89,6.34,6.89,39237,2.64,176
532230,BENGALT,X,77.85,77.85,74.7,74.75,3454,2.62,6
530449,RUNGTAIR,XT,38.85,38.85,38.85,38.85,6735,2.62,33
524748,LINKPH,X,45.8,49.6,45.55,45.6,5700,2.61,79
532650,MSPL,B,8.41,8.74,8.41,8.64,30255,2.61,147
539098,FILTRA,M,43.55,43.55,43.55,43.55,6000,2.61,2
532351,AKSHOPTFBR,B,9.3,9.37,9.08,9.18,28151,2.6,168
531364,EKANSH,X,47,47.1,46.75,46.75,5514,2.58,30
522231,CONART,X,43.3,43.55,40.55,41.9,6158,2.57,110
505075,SETCO,B,9.01,9.69,9.01,9.27,27437,2.57,739
533192,KCPSUGIND,B,26.45,26.45,25.2,25.3,10024,2.56,172
543732,RADIANTCMS,B,98.05,99.8,95.75,98,2598,2.56,134
536128,VKJINFRA,XT,0.34,0.35,0.34,0.34,746745,2.55,342
539353,SALAUTO,X,251,263.95,251,256,991,2.55,15
509438,BENARAS,X,3313,3343,3281,3324.2,77,2.55,31
532219,ENERGYDEV,B,18.5,18.75,17.85,18.25,14078,2.55,196
506981,BLUECHIPT,X,134,140.85,128,129.95,1945,2.54,20
508807,ISTLTD,X,468,490,468,479.95,523,2.52,29
590126,GRADIENTE,XT,6.99,7,6.39,6.41,37909,2.52,45
506858,GUJPETR,XT,33.5,35.6,33.1,33.1,7492,2.51,23
523574,FEL,Z,1.25,1.26,1.21,1.21,204657,2.51,254
526797,GREENPLY,B,145,146.2,143.3,145.05,1719,2.5,84
533202,SATCH,X,2.38,2.76,2.35,2.55,101724,2.49,132
543678,AMBOAGRI,M,31,31,31,31,8000,2.48,2
523483,PACIFICI,X,171,175.3,166.25,168.5,1446,2.48,34
524661,WELCURE,X,4.8,4.9,4.45,4.56,54039,2.47,247
526654,THAKDEV,X,139.5,139.5,120,125.1,1964,2.47,56
506910,JAYSYN,X,70.9,70.9,68.25,68.5,3541,2.46,40
543539,MODIS,M,154,154,154,154,1600,2.46,1
543753,DHARNI,M,20.2,20.55,20.2,20.55,12000,2.45,2
542684,PPL,B,153,158.95,153,157.65,1556,2.45,114
541336,INDOSTAR,T,138,140,135.2,139,1770,2.44,60
531982,SPECFOOD,XT,40.05,40.05,36.3,40.05,6169,2.43,44
531810,METALCO,X,89.4,89.4,85.5,86.05,2807,2.42,57
534369,TBZ,B,71.8,72.85,70.5,71.2,3404,2.42,180
541741,TINNATFL,XT,31,32.35,30.15,30.15,7566,2.41,40
524703,SANDUPHQ,X,65,65,62.75,64.8,3701,2.4,15
512296,BHAGYNAGAR,B,49.25,49.55,47.85,48.1,4931,2.4,164
521034,SOMATEX,B,17.5,17.5,17.5,17.5,13698,2.4,39
523736,DVL,B,239,239,233,234.45,1009,2.39,68
531289,NATFIT,X,70.35,71,68.6,70.95,3385,2.39,29
540774,IFGLEXPOR,B,249,249,246,246.3,967,2.39,85
532797,AUTOIND,B,69.9,71,68.95,70.2,3414,2.39,107
524572,PHARMAID,XT,28.15,28.25,28.15,28.15,8447,2.38,35
526381,PATINTLOG,B,13.68,13.68,12.97,13.02,18225,2.38,161
507960,GUJHOTE,X,140,142,136.05,140.95,1712,2.38,30
503816,SWADPOL,X,37,37,35.1,36.05,6627,2.38,55
542592,HBEL,M,237.3,237.3,237.3,237.3,1000,2.37,1
532767,GAYAPROJ,T,6.66,6.66,6.46,6.57,36105,2.36,123
504380,FLOMIC,X,98,98,95.25,96.55,2437,2.36,61
500780,ZUARIIND,B,122.55,123.8,119.35,119.6,1952,2.36,135
519152,VADILENT,XT,3295,3450,3295,3328.8,71,2.35,14
523391,NAHARPOLY,B,218.95,221.3,214.75,215.9,1087,2.35,55
507488,GMBREW,B,579.05,579.05,565.15,568.65,412,2.34,58
532933,PORWAL,X,24.5,24.85,23.45,24.25,9616,2.34,40
537573,POLYMAC,M,32.2,33.05,32.2,32.95,7200,2.34,6
540175,REGENCY,X,9.08,9.39,8.59,8.65,26258,2.33,127
500213,ITHL,X,219.7,219.7,207.15,207.35,1119,2.33,38
531661,HITTCO,XT,11.55,11.8,11.4,11.44,20333,2.33,44
531845,ZENITHSTL,B,4.61,4.68,4.6,4.67,50011,2.32,170
531400,ALMONDZ,B,68.05,69.55,64.9,67,3415,2.31,141
531082,ALANKIT,B,9.05,9.34,8.95,9.02,25566,2.31,192
526885,SARLAPOLY,B,39.8,39.8,37.75,38.1,6032,2.3,140
539400,MALLCOM,B,738.4,744.5,718,724.75,312,2.3,89
540023,COLORCHIPS,X,12.63,12.63,12.63,12.63,18143,2.29,228
532760,DEEPENR,B,119.3,119.75,115.3,118.45,1935,2.29,103
500464,UCALFUEL,B,114.75,115.65,112.7,112.85,1996,2.29,186
512097,SAICOM,X,0.5,0.5,0.48,0.49,468411,2.29,911
533451,KARMAENG,B,22.8,24.9,22.45,24.9,9326,2.28,117
538685,SHEMAROO,B,123.9,127.1,123.45,125.6,1811,2.27,108
543207,NATURAL,XT,5.05,5.17,4.81,5.17,44339,2.27,77
541163,SANDHAR,B,231.25,231.25,226.15,226.2,991,2.27,56
517544,CENTUM,B,610.15,610.15,595.05,597.8,377,2.27,64
511766,MUTHTFN,B,283,288.5,280.6,283.9,798,2.26,152
533306,SUMMITSEC,B,590.85,595.95,580,590.6,384,2.26,83
538212,SHARPINV,X,1.25,1.33,1.25,1.29,174524,2.25,446
517556,PVP,B,8.05,8.27,7.81,7.94,28062,2.25,100
531147,ALICON,B,874.3,874.3,853.4,863.6,261,2.25,54
532376,MRO-TEK,B,59.5,60.25,56.85,58.5,3815,2.24,247
519307,VIKASWSP,Z,1.35,1.37,1.32,1.32,168033,2.24,109
539917,NAGARFERT,B,9.5,9.89,9.5,9.63,23107,2.24,163
539410,MUZALI,X,2,2.04,1.76,1.89,119294,2.23,156
536868,INTELSOFT,X,14,14,12.74,13.28,16830,2.23,144
533267,CANTABIL,B,1057.55,1057.55,1044.05,1045.9,211,2.22,94
509874,SHALPAINTS,B,146,150.6,146,150,1494,2.22,70
500234,KAKATCEM,B,188.55,190.2,186.05,186.25,1179,2.22,110
530741,OVOBELE,XT,257.1,257.1,257.1,257.1,861,2.21,27
511208,IVC,B,6.7,6.81,6.7,6.75,32621,2.2,160
522029,WINDMACHIN,B,43.85,45.75,42.25,42.65,5057,2.2,78
517288,GUJARATPOLY,X,34.7,36.8,34.15,34.55,6314,2.2,73
539115,ALAN SCOTT,XT,51.6,55.8,51.6,52.55,4121,2.19,47
517372,GUJINTRX,X,152,152,147.1,149.2,1469,2.18,36
504961,TATAYODOGA,XT,66.6,67,64.2,66.85,3293,2.18,79
532150,INDRAMEDCO,T,82.25,83.5,81.5,81.8,2638,2.18,82
532339,COMPUSOFT,B,17.95,18.1,17.4,17.6,12243,2.17,219
538597,TTIENT,X,11.4,11.4,10.75,10.85,19744,2.17,75
532993,SEJAL,T,275,275,261.1,263.9,825,2.17,15
539132,WARDWIZFBL,X,37.3,39.3,37.3,38.55,5713,2.16,104
532974,BIRLAMONEY,B,55.85,57.15,55.85,56.75,3814,2.15,106
539227,LOYAL,B,67.8,67.8,66,67.25,3198,2.15,44
532362,NAGPI,X,74.5,75.85,72.25,73.55,2938,2.15,27
532404,7TEC,X,42.05,43.15,41,41.2,5182,2.15,128
523289,RAMAVISION,X,51.5,51.5,48.75,50.1,4284,2.14,55
533292,A2ZINFRA,B,8,8.2,7.8,7.9,26867,2.14,212
543512,AVROIND,T,110.5,115.85,106,110.9,1941,2.14,79
541972,SETFSN50,A,494,495,491,491.15,433,2.13,32
540786,SHARIKA,B,6.9,6.9,6.27,6.35,33253,2.13,107
542654,VRFILMS,M,275.35,300.25,275.35,300.25,750,2.13,3
504240,DLTNCBL,X,80.5,80.5,74,76.5,2774,2.13,60
517494,ACCEL,X,14.39,14.39,13.77,14.12,15161,2.12,121
524518,KREBSBIO,B,90,90.25,85.8,86.4,2453,2.12,106
537839,PHOENIXTN,XT,52.5,55.05,50.65,55.05,3856,2.12,18
530615,GARGFUR,XT,59.85,60.05,55.25,55.55,3687,2.11,58
517096,APLAB,XT,28,28,27.95,27.95,7463,2.09,11
519003,MODINATUR,X,201.35,208,201.35,206.5,1010,2.08,26
524582,TIRUSTA,XT,74,75,71,75,2918,2.08,19
531360,GOLECHA,X,25.5,27.75,25.4,26.95,7990,2.07,28
504036,HIRECT,B,207.2,208.45,199.95,200.1,1026,2.07,100
532811,AHLUCONT,B,484.05,487,480,484.85,428,2.07,67
538707,RCCL,X,39.2,40.3,35.1,36.8,5510,2.06,50
524542,SUKHJITS,B,398.35,405.4,395.05,395.9,510,2.06,33
538860,PANAFIC,X,1.2,1.24,1.17,1.19,169998,2.05,340
542729,DCMNVL,B,140.5,140.9,137.5,137.8,1475,2.05,59
540961,SHIVAMILLS,B,84.9,86.5,82.9,84.55,2425,2.05,106
522207,RASANDIK,X,73.9,76.95,71.1,73.35,2721,2.04,48
532035,UNISTRMU,XT,44,44.25,42.9,42.95,4700,2.04,50
500041,BANARISUG,B,2794.5,2794.5,2738.25,2744.3,74,2.03,42
520075,SAMKRG,X,148.45,148.45,144.2,144.8,1403,2.03,37
514034,JBFIND,Z,6.3,6.35,5.99,5.99,33672,2.03,89
507747,TTKHEALTH,B,959.75,959.75,934,947.5,215,2.02,56
540955,TDSL,B,13.39,13.39,13.05,13.1,15375,2.02,94
532780,PARSVNATH,B,7.3,7.6,7.3,7.52,27323,2.02,99
532931,BURNPUR,B,4.9,5,4.7,4.82,42147,2.02,100
521113,SUDTIND-B,X,23.95,23.95,20.6,21.85,9671,2,27
532895,NAGREEKCAP,B,19,19,17.65,17.95,11052,1.99,139
533543,BROOKS,B,97.45,97.8,95.4,95.75,2073,1.99,100
539661,ACEMEN,XT,67.3,74,67.25,73.65,2746,1.99,37
541809,ICICINXT50,B,39.14,40,39.14,39.58,5018,1.98,148
542383,RITCO,B,149.2,149.45,142.3,144.75,1360,1.98,253
543193,DJML,B,144.9,145.2,141,142.25,1389,1.98,82
543194,NIRMITEE,MS,109.75,109.75,109.75,109.75,1800,1.98,1
543521,FONE4,M,6.61,6.61,6.61,6.61,30000,1.98,3
502933,KATRSPG,X,237.5,245,228,229.05,857,1.98,39
526143,MPL,X,16.51,17,15.2,15.94,12206,1.98,170
524711,VISTAPH,XT,10.2,10.45,9.5,9.79,19384,1.97,48
506146,VIVIDHA,B,1.05,1.05,0.98,1,194130,1.97,610
521018,MARALOVER,B,51.45,51.55,50.05,51.1,3870,1.97,80
539334,SHREEPUSHK,B,173.9,181.45,173.9,178.5,1106,1.97,78
543462,DEVIT,T,112.05,114.35,110.55,111,1733,1.96,27
541418,NGIL,B,63.05,63.45,59.5,60.05,3240,1.95,87
535917,GCMCOMM,M,6.01,7.27,6.01,7.27,30000,1.95,4
512247,ASHCAP,X,5.38,5.58,5.34,5.36,36067,1.95,209
530201,KALLAM,X,10.26,10.4,10.26,10.36,18804,1.95,86
531158,CATVISION,X,15.8,17.96,15.8,16.72,11754,1.95,42
531923,DHAMPURE,X,28.15,28.15,27.25,27.4,6980,1.94,48
519383,ANIKINDS,B,38,38,35.85,36,5375,1.94,24
540923,AML,M,16,16.25,16,16.25,12000,1.94,2
543221,ICICITECH,B,32.71,32.71,32.18,32.49,5971,1.94,125
539692,IFINSER,X,14.99,14.99,14.89,14.9,13022,1.94,10
539946,BAZELINTER,XT,37.1,39.7,36.15,36.15,4933,1.94,10
543614,TIPSFILMS,B,411.25,426.15,405.05,408.2,470,1.94,96
540937,MEDICO,T,322,325,321.8,325,594,1.93,14
502448,ROLLT,B,1.2,1.2,1.14,1.17,165785,1.93,103
540654,GSTL,B,41.6,44.45,41.6,42.7,4483,1.92,84
536960,MOM100,B,32.18,32.9,32.09,32.6,5910,1.92,147
532870,ANKITMETAL,B,5.5,5.5,4.9,4.98,37437,1.91,92
543688,SARVESHWAR,B,83.7,86,82.3,83,2266,1.91,85
504392,KRISHNA,XT,98,103,95.55,98.35,1901,1.91,35
505192,SMLISUZU,B,714.8,716.3,710.7,715.05,268,1.91,37
511246,BOMTALKIES,XT,6.37,6.37,6.37,6.37,29971,1.91,15
532141,ANDHRACEMT,T,7.3,7.3,7.3,7.3,26197,1.91,26
521161,SLSTLQ,X,34,40.9,31.25,36.95,5037,1.9,59
501150,CENTRUM,B,21.6,22.15,21.25,21.45,8787,1.9,227
539141,UFO,B,80.5,81.45,79.5,79.95,2358,1.89,79
542933,UNIVPHOTO,B,426,426,405,406.2,460,1.89,124
539770,DARJEELING,XT,3.99,3.99,3.99,3.99,47049,1.88,15
539742,SIMBHALS,B,21.7,23.9,21.35,22.4,8378,1.88,126
543544,JAYANT,M,364.5,388,364.5,388,500,1.88,2
538770,CRANEINFRA,X,15.43,15.43,13.86,14.49,12621,1.84,97
505893,HINDHARD,X,273.55,295.8,268.05,283.95,652,1.84,36
523144,MEDICAPQ,X,38,39.8,37.5,37.75,4856,1.84,96
531144,ELFORGE,XT,9.22,9.8,9.22,9.46,19735,1.83,45
510245,SWASTIVI,XT,5.75,5.8,5.6,5.68,32171,1.83,212
532850,MIC,T,12.99,12.99,12.05,12.26,14797,1.83,60
539217,SRESTHA,X,1.1,1.2,1.1,1.16,158497,1.83,148
504273,MODULEX,Z,11.22,11.28,10.9,11.2,16401,1.82,46
532692,RMCL,Z,1.86,1.86,1.75,1.86,97670,1.82,35
536507,FLFL,T,6.2,6.34,6,6.01,29922,1.81,75
535621,SVGLOBAL,X,51.9,53.2,50.3,52.45,3491,1.81,36
