Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades 
543599,KSOLVES,B,436.95,460,425.95,441.8,3028,13.64,460
539561,REMLIFE,X,208.2,218.6,197.8,218.6,6400,13.54,86
500472,SKFINDIA,A,4462.25,4483.9,4438.05,4476.2,303,13.51,191
500136,ESTER,B,96.45,99.05,95.8,96.7,13945,13.5,557
526650,TFCILTD,B,70.4,73.5,70.4,72.55,18612,13.5,323
500120,DIAMINESQ,X,419.4,420,410,413.4,3257,13.47,139
524667,SOTL,B,265.05,265.05,259,260,5124,13.41,471
541353,INNOVATORS,M,94.1,94.1,92.1,92.5,14400,13.4,9
506690,UNICHEMLAB,B,327.9,331,324.45,325.35,4090,13.39,259
526853,BI,XT,53.8,53.85,51.5,53.2,25444,13.38,245
508486,HAWKINCOOK,A,5985,6040,5907.5,5972.8,223,13.34,74
530019,JUBLPHARMA,A,313.15,319.4,313.15,314.9,4200,13.28,378
537292,AGRITECH,B,98,111.5,97.15,100.8,12798,13.27,621
523367,DCMSHRIRAM,A,865,872,860.35,869,1529,13.26,370
539526,SCTL,B,0.91,0.94,0.89,0.9,1443232,13.23,13663
540787,ICICIB22,A,58.65,59.74,58.35,58.46,22441,13.16,258
542460,ANUP,B,1130.95,1142.5,1125.1,1133.25,1161,13.16,395
538920,VINCOFE,X,41.15,43.35,39.9,40.15,32380,13.16,449
541083,INFLAME,M,451.25,451.25,430.1,443,3000,13.13,9
500777,TNPETRO,B,85,85,83,83.5,15580,13.03,453
507526,ASALCBR,B,385,390.5,378.05,383.25,3386,13.01,603
506235,ALEMBICLTD,B,65,66.15,64.15,65.15,19972,12.95,515
526521,SANGHIIND,B,56,56.55,54.3,54.85,23491,12.94,694
514162,WELSPUNIND,A,71,71.9,69.9,70.55,18323,12.91,346
539940,MAXVIL,B,137.95,142.15,135,136.8,9318,12.91,614
590137,SETFNIFBK,B,413.17,414.44,407.95,409.17,3149,12.9,130
526612,BLUEDART,A,6204.7,6268,6170.5,6246.8,206,12.81,159
526433,ASMTEC,X,418.05,422,412.55,416.6,3076,12.8,167
542852,VISHWARAJ,B,15.9,16,15.8,15.95,80347,12.77,313
540653,SINTEXPLAST,B,2.7,2.7,2.7,2.7,472616,12.76,587
524174,KESARPE,XT,6.38,6.6,6.37,6.37,200152,12.76,161
531761,APOLLOPIPES,B,493.45,507.15,493.45,501.55,2536,12.75,278
543637,PACE,M,18.95,18.95,17.95,18.05,68400,12.72,49
543411,HITECH,B,927.3,927.3,860.65,869.1,1450,12.71,248
531913,GOPAIST,XT,10.62,10.62,10.35,10.62,119117,12.63,141
523023,SINCLAIR,X,107,109.6,104.25,105,11922,12.63,162
524774,NGLFINE,B,1539.95,1540.8,1445,1449.3,848,12.57,255
536659,PVVINFRA,X,16.5,16.5,15.65,15.99,78012,12.57,135
500270,BARODARY,XT,250.1,261.4,250.1,254.5,4905,12.56,323
500279,MIRCELECTR,B,14.05,14.75,13.5,13.6,91433,12.54,253
523127,EIHAHOTELS,B,399.5,401,390,395.75,3167,12.53,278
523539,PRECWIRE,B,71.5,71.5,66.95,67.75,18192,12.53,406
539143,PANTH,X,8.92,8.99,8.39,8.41,144975,12.48,514
539678,QUICKHEAL,B,153,153.9,149.95,150.5,8253,12.43,277
539470,SHREEGANES,X,1.24,1.24,1.21,1.21,1019048,12.42,985
540519,MEERA,B,42.5,42.5,39.75,40,30896,12.41,130
542399,CHALET,A,365.35,371.75,362.05,364.05,3380,12.4,507
590013,XPROINDIA,B,582.05,587.45,547.25,550.65,2215,12.4,392
514234,SANGAMIND,B,204.05,219.8,201.8,216.55,5778,12.31,486
526859,ISFL,X,2.39,2.63,2.39,2.4,508794,12.29,609
542232,SRD,B,134,134,129,132.55,9324,12.23,393
521016,ICIL,A,131.75,132.5,130.15,130.55,9312,12.21,553
543663,FIVESTAR,B,555,564.7,555,560.15,2171,12.19,360
526596,LIBERTSHOE,B,220.45,224.55,214.8,216.8,5504,12.17,374
523277,GVFILM,X,0.59,0.6,0.58,0.6,2060792,12.16,19299
540135,ARCFIN,XT,0.85,0.85,0.79,0.8,1510336,12.16,1282
532740,LOKESHMACH,B,123.7,123.7,113.5,115.85,10474,12.13,252
539304,CANOPYFIN,XT,65.6,65.6,60,65.5,19093,12.12,53
537766,BCP,B,4.65,5.26,4.65,5.01,243925,12.11,316
533151,DBCORP,B,102.65,102.65,99.25,99.35,12095,12.09,335
540694,ANG,B,83,84.9,80,81.1,14869,12.09,317
539843,NINSYS,M,240,275,240,273.65,4500,12.08,6
523828,MENONBE,B,104.6,107.45,102.5,103.2,11586,12.06,253
540266,GLCL,Z,40.9,43,40.9,40.9,28805,12.05,104
530979,INDIAHOME,X,39.8,39.8,36.1,38.75,30914,12.02,94
531306,DHPIND,X,875.05,909.65,875,881.3,1354,12.02,111
532456,COMPUAGE,B,17.15,17.5,16.55,16.65,71104,12.01,487
539407,GENCON,B,59.6,59.6,55.15,56.3,21140,11.94,366
543212,BOROLTD,A,340.95,345.4,338.05,340.7,3479,11.9,494
500210,INGERRAND,A,2075.85,2088.8,2050.65,2075.25,574,11.89,173
522105,BIRLAPREC,X,36.5,37.2,36,36.3,32471,11.86,107
538598,VISHAL,B,19.9,20.95,19.4,20.15,57939,11.85,596
523229,BHARATSE,X,91.9,91.9,88,88.55,13298,11.8,111
542867,CSBBANK,A,240,243.25,239,242.2,4873,11.74,240
513097,SHBCLQ,B,430.6,446.45,430.6,444.15,2640,11.67,456
543514,VERANDA,B,209.85,209.85,200.85,205.75,5674,11.64,382
532923,RGL,B,95.15,95.15,92.3,92.9,12307,11.63,187
519421,KSE,XT,1650.05,1723.95,1630,1662.05,699,11.61,66
504973,CHOLAHLDNG,A,601.4,601.4,585,586.45,1961,11.59,650
540048,SPAL,B,298.8,314,298.8,307.55,3763,11.58,545
543230,ADVAIT,M,297,312,279,279,4000,11.57,8
522249,MAYURUNIQ,B,458.85,489,458.85,468.75,2396,11.57,341
539040,TTIL,XT,39.5,39.5,37.7,37.75,30345,11.56,203
531726,PANCHSHEEL,X,243.45,243.45,232,233.15,4869,11.5,111
512519,DONEAR,B,81.6,85.9,80.7,81.35,13913,11.49,313
520059,MUNJALAU,B,45.25,45.25,43.05,43.35,26259,11.45,493
543171,ROJL,T,36.65,38.9,36.1,36.1,31298,11.42,362
541735,VIVANTA,XT,21.3,21.3,21.3,21.3,53632,11.42,97
539956,TAALENT,X,1639.9,1639.9,1575,1609.95,707,11.42,83
531359,SRAMSET,XT,186.8,196.1,178.15,196.1,5848,11.41,71
539542,LUXIND,B,1399.6,1399.6,1374.7,1381.95,825,11.4,281
509966,VSTIND,A,3100,3140,3098.1,3107.85,365,11.36,156
532732,KKCL,B,430,440.25,420,422.35,2660,11.31,322
519136,NAHARINDUS,B,88.05,88.5,85.85,86.6,12998,11.29,166
530131,UDAICEMENT,B,30.5,31.45,30.3,30.45,36908,11.29,381
523694,APCOTEXIND,A,420,425,416,420.35,2676,11.27,415
543399,TARSONS,A,632.6,632.6,609.65,611.05,1833,11.25,501
533033,ISGEC,A,459,461.2,450.05,451.45,2467,11.22,255
531439,GOLDTECH,B,57.3,57.3,55.75,56.55,19784,11.19,182
532172,ADROITINFO,B,22,22.3,21.25,22,51621,11.18,110
500111,RELCAPITAL,T,8.69,8.69,8.69,8.69,128519,11.17,279
524037,RAMAPHO,B,206,215.85,203.65,206.15,5386,11.14,339
533168,ROSSELLIND,B,279.8,280.05,268.25,272.3,4019,11.08,161
543439,BRANDBUCKT,M,20.5,20.5,20.5,20.5,54000,11.07,7
543274,SUUMAYA,M,9.44,9.8,9.13,9.33,118350,11.06,53
522257,RAJOOENG,X,27.05,27.55,26.8,26.9,41041,11.04,168
507621,MLKFOOD,X,607.6,646,601.2,643.9,1739,11.04,79
500710,AKZOINDIA,A,2199.95,2226.75,2173.3,2210.75,501,11,181
590104,JUNIORBEES,B,407.54,408.9,404.85,406.46,2700,10.98,272
513434,TATAMETALI,A,785,785,767.8,776.45,1414,10.97,200
542579,AGOL,B,87.75,89.8,82.1,86.55,12784,10.95,164
509557,GARFIBRES,A,2927.2,2956.75,2885,2895.1,373,10.94,219
522165,INDSILHYD,X,41.5,42.85,40.05,40.7,26650,10.92,212
539730,FREDUN,X,951.6,977,951.6,960,1136,10.92,96
505800,RANEHOLDIN,B,964.25,972.25,947.5,958.1,1122,10.78,253
532875,ADSL,B,100.6,102,100.05,101.3,10654,10.77,379
540650,MAGADHSUGAR,B,335,337.6,326.45,332.95,3257,10.76,146
524687,BASANTGL,X,19.15,19.15,18.55,18.7,57290,10.76,627
521178,SRMCL,X,28.25,29.05,28,29.05,37170,10.75,150
533056,VEDAVAAG,X,48.4,48.4,45,45.6,23466,10.75,158
540680,KIOCL,A,202.5,207.6,201.85,202.05,5251,10.73,341
540311,JITFINFRA,T,108.2,108.2,107.15,108.2,9895,10.68,50
533107,RNAVAL,Z,2.55,2.55,2.4,2.4,440135,10.68,257
514138,SURYALA,X,306.25,316.95,306.25,314.9,3389,10.67,17
540425,SHANKARA,B,702.05,712.3,700.05,709.55,1509,10.64,287
590071,SUNDARMFIN,B,2353.1,2353.1,2320.95,2329.85,455,10.62,196
500338,PRSMJOHNSN,A,103.25,105.8,102.8,103.1,10187,10.62,495
531717,VIDHIING,B,343,343,322.4,330.55,3208,10.61,308
512453,SHRJAGP,X,609.75,618.75,605,615.85,1723,10.59,123
534060,PMCFIN,X,2.39,2.44,2.32,2.33,451926,10.58,805
543375,PROMAX,M,44.15,44.15,39,42.6,25000,10.57,5
519552,HERITGFOOD,B,155,155,150.5,150.75,6957,10.57,272
531752,BIOGEN,X,0.73,0.75,0.71,0.72,1455872,10.56,2614
543373,SVRL,M,210,210,210,210,5000,10.5,4
543321,TATVA,A,2099.95,2099.95,1966.25,1974.9,529,10.49,111
540404,PRIMEFRESH,M,231.9,240,225,225,4500,10.48,6
543515,SEML,M,205,227,204.95,204.95,5000,10.47,5
524663,BIBCL,T,23.9,24.75,23.6,23.95,43095,10.47,198
500179,HCL-INSYS,B,14.55,14.85,14.35,14.4,72130,10.43,595
542773,IIFLSEC,B,60.05,60.4,58.5,58.95,17543,10.43,581
502168,NCLIND,B,177.35,177.35,174,174.85,5948,10.39,193
503031,PENINLAND,B,13.19,13.25,12.2,12.64,79926,10.31,2542
542774,MUFIN,X,260,267.95,250.3,252.25,4012,10.28,184
504882,NATIONSTD,A,4920.05,5019,4771,4824.6,211,10.27,82
532384,TYCHE,X,137.2,138.7,135.1,135.75,7513,10.25,110
532616,XCHANGING,B,60.25,60.9,59.5,60,17036,10.23,415
531173,SYSCHEM,XT,53.75,55.75,51.6,52.55,19462,10.23,157
543372,GETALONG,M,85,85.15,84.95,84.95,12000,10.2,6
516110,FAMILYCARE,X,11.6,11.8,11.2,11.27,89480,10.18,420
506222,STYRENIX,B,752.75,771.35,752.1,755.8,1322,10.06,278
590062,ANDHRSUGAR,B,127,127,124.35,124.7,7999,10.05,557
530185,SURATEX,X,8.04,8.04,7.86,7.93,126585,10.04,725
570005,SCAPDVR,B,9.04,9.98,9.01,9.3,108236,10.02,62
522295,CONTROLPR,B,457.25,466,454.35,464.65,2169,10,134
532375,TIPSINDLTD,B,1590.1,1651,1590.1,1610.7,616,10,300
532673,KMSUGAR,B,27.3,27.55,26.4,26.6,37300,9.99,276
509835,PREMSYN,X,23.6,24.3,19.2,19.2,48834,9.98,170
523586,INDTONER,X,191.05,194,190.2,190.55,5219,9.97,73
543715,IEL,B,12.2,12.5,12.1,12.1,82268,9.96,148
543346,AASHKA,MT,52.8,52.8,52.15,52.2,19000,9.95,13
530239,SUVEN,B,56.85,58.75,56.85,57.85,17178,9.95,154
523385,NILKAMAL,B,2007.35,2050,1936.35,1946.45,500,9.94,214
500449,HOCL,B,27.4,27.95,27,27.15,36155,9.9,188
541304,INDOUS,M,224,225.65,209.5,209.5,4500,9.89,3
541540,SOLARA,A,376.15,378.7,372.5,375.3,2625,9.84,349
539658,TEAMLEASE,A,2530.55,2531.1,2500,2516.05,390,9.84,236
505978,TRITONV,X,1627,1644.95,1585,1588.25,611,9.84,57
505412,WENDT,B,8534.7,8757.95,8484.7,8638.95,114,9.84,66
512499,SHALPRO,X,0.49,0.5,0.49,0.49,2003955,9.83,1125
532366,PNBGILTS,B,62.95,62.95,60.6,60.95,16085,9.82,335
539402,VAL,B,23,23.4,22.35,22.65,42567,9.82,97
500150,FOSECOIND,B,2108.05,2145.15,2074.85,2090.15,467,9.8,138
532390,TAJGVK,B,187,187,180.05,180.3,5396,9.78,389
890168,AURUMPP,B,52,57.55,52,57.5,17006,9.77,189
540686,SMRUTHIORG,X,121,127.95,119,122.45,8041,9.74,91
524717,TITANBIO,X,229.95,230,226,227.35,4275,9.73,125
543223,MAXINDIA,B,86.5,89,86.5,87.9,11043,9.72,322
539332,NAVKARCORP,B,54.25,55.8,54.25,54.85,17504,9.67,411
530215,KINGSINFR,X,99.7,100,96,97.75,9824,9.63,153
514167,GANECOS,B,851.05,875,850.25,852.8,1125,9.62,415
539278,SYMBIOX,X,5.37,5.37,4.97,5.03,186976,9.6,617
514300,PIONEEREMB,B,35.95,36.1,34.45,34.75,27272,9.57,221
530401,VINYOFL,XT,78.55,82,78.55,78.55,12043,9.57,272
532613,VIPCLOTHNG,B,42.95,43.1,41.55,42.55,22627,9.55,439
505693,LATIMMETAL,X,9.4,9.52,9.06,9.25,102304,9.55,244
539124,SARVOTTAM,XT,19.25,20.25,19.25,19.25,49564,9.55,121
537708,KOTAKNIFTY,B,191.87,192.33,190.5,190.95,4989,9.54,157
500101,ARVIND,A,83.05,83.6,82.25,82.7,11488,9.53,250
511768,MASTERTR,X,146.9,146.9,131.75,141.25,6818,9.53,128
524288,AIMCOPEST,X,122.5,125.5,121,122.85,7698,9.47,130
530643,ECORECO,X,133.85,133.85,130.2,131.5,7174,9.42,140
520056,SUNCLAYLTD,A,4602.05,4678.5,4602.05,4652.6,202,9.4,100
533088,MHRIL,A,275.6,281.15,275.15,275.95,3388,9.4,262
514030,DEEPAKSP,X,230,231.4,225.2,227.05,4095,9.39,114
532154,JOHNPHARMA,X,0.59,0.59,0.56,0.56,1639244,9.38,1278
538875,SELLWIN,X,19.3,19.35,18.15,18.15,51535,9.37,56
505850,MANCREDIT,X,115.6,118,115.4,115.5,7976,9.34,31
516016,SHREYANIND,B,162.9,164.45,158.45,158.7,5833,9.33,144
532649,NECLIFE,B,18.9,18.9,17.7,17.75,51953,9.33,378
543335,APTUS,A,261.55,262.35,258.3,259.3,3591,9.33,320
500306,JAYKAY,X,57,58.75,55.7,57.75,16172,9.31,124
532553,WELENT,B,140.9,140.9,135.25,135.8,6840,9.3,277
506194,ASL,B,214.8,215.85,209.65,212.35,4372,9.27,241
512559,KOHINOOR,B,56.05,57.35,54.95,55.25,16534,9.26,361
505725,AQFINTECH,X,528.5,539.95,520,524.2,1755,9.23,40
543516,DHYAANI,M,115.25,115.3,115.2,115.3,8000,9.22,3
530309,CHANDRAP,X,25.3,25.35,24.5,25.15,36914,9.2,126
519091,TASTYBIT,B,9099.05,9194.9,9062.7,9094.5,101,9.19,59
541206,OBCL,B,67.15,67.95,58.5,60.15,15013,9.15,552
541161,KBCGLOBAL,T,2.93,3,2.88,2.95,310569,9.13,381
543358,SANSERA,A,754,759.45,745,755.95,1211,9.1,279
518017,BHEEMACEM,XT,131.25,139,129.95,130,6877,9.03,120
500467,HARRMALAYA,B,129.95,133,125.8,126.75,7048,9.03,274
514302,VIPPYSP,X,198.45,198.45,185.7,197.15,4631,9.02,69
532906,MAANALU,B,203.85,208.8,201.9,203,4401,8.98,409
542351,GLOSTERLTD,X,692.25,692.25,660,666.05,1348,8.97,185
500655,GRWRHITECH,B,634.25,636.2,615,617.95,1445,8.97,198
522292,CANDOUR,XT,42.3,42.3,40.15,40.15,21953,8.97,42
538562,SKIPPER,B,99,100.95,95,95.45,9097,8.91,462
538119,RNBDENIMS,B,25.6,25.6,23.55,24.55,36143,8.87,314
517236,CALCOM,X,133,138,130,131.05,6586,8.84,100
514028,RAJKSYN,X,30,30.9,29.9,30.4,29123,8.83,76
500365,WELSPLSOL,X,15.15,15.75,15.15,15.25,57527,8.8,116
530617,SAMPRE,X,95,102.75,94.2,95.1,9286,8.8,159
526953,VENUSREM,B,149.35,150.15,147,149,5905,8.79,160
505750,JOSTS,X,513.05,526,513.05,525.1,1673,8.78,24
532707,DYNPRO,B,279.45,287.8,276.2,279.65,3091,8.76,226
532930,BGRENERGY,B,55,55,51.3,51.6,16643,8.71,321
501423,SHAILY,B,1259.2,1300.05,1241.65,1255.15,685,8.69,129
513010,TATASTLLP,A,650,661.95,650,659,1320,8.68,281
543669,RUSTOMJEE,B,471.85,486,471.45,484.25,1812,8.68,211
543387,SJS,B,435,435,425.3,429.2,2021,8.66,322
530315,HINDTIN,X,96.85,98.75,94.75,95.05,9060,8.66,148
522229,TANAA,X,113.8,113.8,107.25,108.75,7926,8.65,180
538975,SHREESEC,XT,18.85,18.85,18.85,18.85,45914,8.65,98
543490,GMRP&UI,B,20.95,20.95,19,19.6,43452,8.58,391
538446,MONEYBOXX,B,160,160,152.05,154.4,5585,8.57,70
543593,DBOL,B,152.3,157,151.25,155.1,5564,8.56,437
511092,JMDVL,X,13.64,13.64,13.39,13.62,62806,8.55,453
513532,PRADPME,X,188,188,175.5,176.9,4670,8.51,132
532735,RSYSTEMINT,B,250.15,254.1,250.15,252.7,3362,8.49,246
542668,EVANS,M,141.6,141.6,141,141,6000,8.49,5
541302,DHRUV,B,55.75,65.5,54.5,55.55,14237,8.47,840
540078,MITSU,B,197.9,197.9,194.45,197,4311,8.46,124
504258,LAKSELEC,X,798.95,799,781.6,782.55,1073,8.46,80
532698,NITINSPIN,B,201.65,207.95,201.65,207.65,4113,8.44,191
500235,KSL,B,316,317.8,313,313.3,2675,8.42,249
517498,WEBELSOLAR,B,83.1,84.55,80.5,81.2,10232,8.42,254
539894,MADHAVIPL,X,4.5,4.55,4.3,4.35,193149,8.39,339
538351,AFEL,X,15.75,16.1,13.82,15.57,55207,8.38,176
524342,INDOBORAX,B,123,123,115.95,118.5,7051,8.38,304
512008,EFCIL,XT,943.85,943.85,856,909.2,933,8.35,73
530699,RAJRAYON,T,72.1,72.1,71.8,72.1,11554,8.33,92
532941,CORDSCABLE,B,72.9,72.9,69.05,69.85,11654,8.27,543
533320,JUBLINDS,B,382.25,382.25,369.75,376.95,2192,8.27,50
542666,GKP,B,14.92,15.79,14.46,14.54,55266,8.27,425
532005,SAMINDUS,X,68.95,71.95,64.4,67.05,12398,8.22,167
532896,MAGNUM,B,31.05,31.4,30.5,31.4,26227,8.19,56
532842,SRHHYPOLTD,B,493,493,442,449.4,1806,8.19,172
503811,SIYSIL,A,471,471,465.05,466.35,1752,8.18,176
533022,20MICRONS,B,71.5,72.8,69.3,70.15,11483,8.15,536
523672,FLEXFO,X,92.5,95.8,90.3,92.2,8798,8.13,146
541112,SHREESHAY,M,48,53,48,50.75,16000,8.12,4
501848,GLOBOFFS,X,39.95,39.95,38,38.95,20783,8.08,99
532785,RUCHIRA,B,113.65,116.45,113.65,114.6,6996,8.06,219
504058,NIPPOBATRY,B,333.3,336.75,323.25,331.85,2455,8.05,201
531888,REXNORD,X,99.9,99.9,93.3,95.35,8413,8.03,136
540615,7NR,B,0.8,0.8,0.75,0.76,1042425,8.02,953
532900,PAISALO,B,64.6,64.6,61.25,63.8,12616,8.01,352
506618,PUNJABCHEM,B,964.1,965.05,899,900.8,877,8,173
533284,RPPINFRA,B,45.5,45.5,41.45,41.7,19063,7.99,429
543489,GATEWAY,A,62.25,62.8,61.75,62.4,12729,7.92,520
531069,VIJSOLX,XT,781.2,809,773,779.2,1012,7.92,134
532617,JETAIRWAYS,Z,68,68.95,67,67.8,11655,7.92,153
500429,UNIPHOS,B,162.05,173.7,158.6,159.1,4835,7.86,390
514316,RAGHUSYN,X,117.5,118.8,111.6,113.85,6898,7.86,104
519183,ADFFOODS,B,748.5,765,731.35,740.1,1060,7.85,120
524709,NACLIND,B,98.4,98.4,93.4,94.05,8302,7.84,194
543414,MAHKTECH,B,15.48,15.48,14.95,15.24,51576,7.84,342
538772,NIYOGIN,X,37.05,37.45,33.75,35.7,22175,7.8,65
543613,MAFIA,M,17.75,17.75,17.65,17.75,44000,7.79,10
523369,DCMSRMIND,B,71.4,71.4,69.4,69.8,11060,7.77,263
533608,RDBRL,X,90.4,91.45,88,88.95,8672,7.75,152
539871,THYROCARE,A,475.05,480,473.2,474.25,1621,7.72,213
524019,KINGFA,B,1310.1,1403,1302,1371.6,566,7.71,165
531859,ORIRAIL,X,54.5,54.6,52.5,53.75,14330,7.67,128
543366,SBLI,M,79,82.7,74.7,81.9,9600,7.63,8
520151,SHREYAS,B,260.1,261.6,250.4,252.35,2989,7.62,229
500317,OSWALAGRO,B,30.2,35.35,30.2,33.5,22493,7.6,490
533207,JPINFRATEC,T,1.37,1.43,1.37,1.37,552725,7.58,272
540268,TRU,B,61.45,61.8,60,60.3,12376,7.55,246
530579,UYFINCORP,X,12.5,13,12.36,12.97,58775,7.55,95
539044,MANAKSTELTD,B,44.75,47.95,44.3,45.15,16196,7.52,460
532051,SWELECTES,B,298.15,299.5,291.8,294.55,2555,7.5,195
522005,AUSTENG,X,127.7,127.7,122.3,125.35,6008,7.48,129
506414,FERMENTA,X,139.1,141,137,138.3,5355,7.47,144
505726,IFBIND,A,835.8,838.3,827.9,831.35,894,7.45,106
500207,INDORAMA,B,46.15,46.3,44.8,45.45,16354,7.45,395
538057,CPSEETF,A,39.01,39.15,38.74,38.78,19111,7.44,281
531592,GENPHARMA,X,3.85,3.94,3.82,3.87,191561,7.42,339
512624,REGENTRP,XT,4.25,4.34,4.05,4.34,172703,7.4,122
530025,SAMYAKINT,XT,22.5,22.5,21.5,21.5,33962,7.37,32
526821,DAICHI,XT,409.5,409.5,385,388.65,1887,7.37,39
500220,JASCH,X,156.2,156.2,145.1,147.55,4961,7.35,118
500133,ESABINDIA,A,4110,4110,4064.6,4080.3,179,7.32,114
533007,LGBFORGE,B,9.97,9.98,9.81,9.98,73135,7.3,132
501831,COASTCORP,B,214.25,215.6,209.65,214.9,3431,7.28,229
522073,HITECHGEAR,B,260.4,260.4,251,252.35,2806,7.27,33
519588,DFM,B,457,460.5,456.25,459.8,1579,7.24,179
517562,TRIGYN,B,100.6,100.8,98.25,99.65,7228,7.2,215
500280,CENTENKA,B,374.25,376.6,372.8,374,1909,7.15,263
540673,SIS,A,360,367.55,359.8,361.3,1961,7.12,309
512359,SWORDEDGE,X,0.45,0.46,0.43,0.44,1611130,7.1,866
511076,SATINDLTD,B,73.2,73.8,70.7,72.6,9723,7.09,262
501314,PRISMX,X,2.13,2.19,2.11,2.14,332625,7.09,650
542337,SPENCER,B,67.4,67.4,63.9,64.2,10879,7.04,350
535602,SHARDA,B,663.4,663.4,648.7,657.65,1065,6.96,149
519602,KELLTONTEC,T,53.35,54.5,53.1,54.05,12951,6.96,186
505688,BHARATGEAR,B,123,124.15,120.15,121.3,5733,6.95,193
512217,PRISMMEDI,XT,33.05,36.2,32.8,32.9,20009,6.93,102
532271,ORCHASP,X,4.25,4.41,4.13,4.19,165207,6.93,192
530843,CUPID,B,265.75,265.9,257.05,258.1,2651,6.9,216
500500,HINDMOTORS,T,15,15.1,14.5,14.7,46915,6.9,378
500327,PILITA,B,7.65,7.74,7.5,7.52,90618,6.9,144
539151,ARFIN,X,20.55,21.5,20.55,21.1,32876,6.9,89
538683,SENSEXBEES,A,679.98,679.98,667.11,670.41,1027,6.9,124
534732,CASPIAN,XT,17,17.1,15.5,17,42231,6.89,83
503722,BANSWRAS,B,149.8,150.8,144.65,149.15,4607,6.86,352
500023,ASIANHOTNR,B,72.45,78.75,72.45,75.25,9089,6.84,128
513422,BLOIN,X,29.65,32.75,26.6,31.15,22333,6.84,232
539113,PML,X,1340.05,1385,1325,1340.15,504,6.84,74
522014,UNIDT,B,223,232.8,222.6,227.55,2999,6.8,263
500296,NAHARSPING,B,225.3,231.6,221.3,223.85,3015,6.79,201
532890,TAKE,B,19.75,19.75,19,19.1,35359,6.79,501
531780,KACL,X,45.7,48,43.2,45,14910,6.77,303
513713,WHITEORG,X,10.22,10.23,9.81,9.96,67698,6.76,309
535719,QUEST,X,71.95,72.6,67.5,67.9,9602,6.76,185
540795,DYNAMIC,B,172,173.95,170.1,171.85,3913,6.76,299
538476,CTL,XT,28.9,28.9,27.75,28.6,23726,6.73,76
543624,MAAGHADV,M,30.75,31.95,30.3,31.95,22000,6.71,3
530803,BHAGIL,B,129.7,134.2,129.7,131.35,5070,6.69,168
526783,DRAGARWQ,X,994,994,970.05,974.55,681,6.68,29
539404,SATIN,B,141,142,133.25,134.95,4861,6.62,432
511742,UGROCAP,B,154.35,156.75,152.55,153.35,4286,6.6,184
519287,MODAIRY,X,21.35,21.45,20,20.2,32012,6.59,158
534809,PCJEWELLER,B,24.85,24.85,24.85,24.85,26500,6.59,466
500460,MUKANDLTD,B,126,128,124.9,127.15,5194,6.57,275
536672,VCU,X,7.3,7.4,6.74,7,93333,6.56,369
530677,SUPREME,X,105,108.85,99.25,104.5,6284,6.55,62
531540,MAINFRA,X,97,100.85,92,97.3,6728,6.53,66
532240,INDNIPPON,B,379.05,380,374.75,376.25,1726,6.53,186
540775,KHADIM,B,204,205.25,201,202.35,3202,6.53,213
542437,ANMOL,B,155.75,160.05,151.1,159,4241,6.52,231
543217,MINDSPACE,IF,319.4,321.09,318.62,319.83,2036,6.51,179
531431,SHAKTIPUMP,B,413.85,419,410.5,415.95,1565,6.51,169
526861,RISHILASE,X,31.5,31.5,30.65,31.35,20722,6.51,105
524669,HESTERBIO,B,1797.3,1827,1755,1768.15,368,6.51,125
531175,BLSINFOTE,X,2.55,2.55,2.41,2.44,263901,6.49,687
532976,JAIBALAJI,B,53.15,55.25,52.6,52.85,11940,6.48,181
530017,SIL,T,29.7,30.45,29.7,30.45,21302,6.45,114
524372,ORCHIDPHAR,T,415,431,406.05,427.5,1534,6.42,56
543618,CARGOTRANS,M,104.3,108.95,104.3,108.95,6000,6.4,2
530697,ZENLABS,X,59.85,59.85,52.55,54,11402,6.34,66
511509,VIVOBIOT,X,27,27.7,26.75,26.95,23397,6.32,86
536974,CPL,X,20.3,20.3,18.5,18.9,33066,6.32,180
540743,GODREJAGRO,A,453.85,453.85,447.75,449.75,1405,6.32,135
533210,KRITINUT,B,47.1,48.55,42.15,46.9,13565,6.31,279
505840,JAIPAN,X,31.6,33.6,31.4,33.6,18985,6.31,75
507794,KHAICHEM,B,63.35,63.35,61,61.4,10178,6.28,426
526817,CHEVIOT,B,1076.15,1076.15,1051,1059.25,592,6.28,145
537785,RACE,M,201,201.9,198.9,199.65,3125,6.26,5
523411,ADCINDIA,X,492,495.95,485,489.85,1274,6.25,44
509053,BANASFN,X,13.7,13.7,13.16,13.44,46806,6.25,278
526227,FILATEX,A,41.1,42.2,41.1,41.45,14955,6.24,407
506480,GOCLCORP,B,349.65,353,342.4,345.55,1794,6.22,80
543064,SUVENPHAR,A,484.05,485,478.55,481.35,1291,6.22,205
543451,AGSTRA,B,58.5,58.6,56.55,57.45,10803,6.2,259
531109,ISHANCH,X,60,61,57.75,59.5,10487,6.19,124
517477,ELNET,X,180.5,180.9,169.25,174.2,3504,6.18,86
506820,ASTRAZEN,A,3325.05,3367,3325.05,3353.8,184,6.17,140
532713,SAKUMA,B,13.7,13.95,13.35,13.5,45559,6.17,269
531216,COMFINTE,X,29,30.8,28.85,29.3,20760,6.15,148
532967,KIRIINDUS,A,301.15,301.55,296.4,298.75,2059,6.15,276
